Name,Team,Position,Start-IP,Relief-IP,WAR,IP,ERA,FIP,xFIP,SIERA,K%,BB%,SwStr%,CSW%,Hard%
Andrew Vasquez,- - -,RP,0,8.2,0,8.2,6.23,4.73,4.25,3.48,25.6,10.3,9.2,37.9,31.8
Adrian Martinez,OAK,SP,57.2,0,-0.3,57.2,6.24,5.35,4.11,4.16,20.5,7.3,10.7,27,29.9
Louis Head,- - -,RP,0,28.2,-0.2,28.2,6.28,5.21,5.56,4.64,18.8,10.9,9.7,23.8,38.5
Adam Oller,OAK,SP,66,8.1,-1.1,74.1,6.3,6.5,6.06,5.83,13.6,11.6,9.3,22,34.5
Patrick Corbin,WSN,SP,152.2,0,0.8,152.2,6.31,4.84,4.21,4.33,18,6.9,9.2,25.8,39.9
Reiver Sanmartin,CIN,RP,11.1,45.2,-0.1,57,6.32,4.81,4.39,4.39,18.4,11.3,10.9,26.9,27.8
Elieser Hernandez,MIA,SP,46.2,15.2,-0.9,62.1,6.35,6.4,5.05,4.43,21.6,7.9,10.2,26.4,31.3
Arodys Vizcaino,KCR,RP,0,5.2,-0.2,5.2,6.35,8.05,8.37,8.13,10.3,24.1,9.6,21.7,47.4
Patrick Murphy,WSN,RP,0,5.2,0,5.2,6.35,5.94,7.5,7.2,11.8,23.5,8.5,20.4,31.8
Kaleb Ort,BOS,RP,0,28.1,-0.1,28.1,6.35,4.84,5.15,4.49,20.1,11.2,11.7,28,32.2
Joel Kuhnel,CIN,RP,0,58,0.3,58,6.36,3.96,3.52,3.19,22,5.5,11.2,27.2,31.7
Chase Anderson,CIN,SP,22.1,1.2,0.1,24,6.38,5.07,4.62,4.77,22.3,14.6,9.1,23.3,25.8
Josh Fleming,TBR,RP,11.2,23.1,-0.1,35,6.43,4.43,3.58,3.41,17.2,7.1,10.6,27.3,33.1
Shelby Miller,SFG,RP,0,7,0.4,7,6.43,0.4,1.67,1.61,46.7,10,8.7,36.2,23.1
Josh Sborz,TEX,RP,1,21.1,0.1,22.1,6.45,4.05,3.25,3.05,32,11,14.6,31.3,35.1
Josh Staumont,KCR,RP,0,37.2,0.1,37.2,6.45,4.25,4.99,4.67,24.4,16.5,10.7,25.9,31.1
Janson Junk,LAA,SP,7.1,1,0.2,8.1,6.48,3.11,2.44,2.81,29.7,8.1,6.9,25.2,34.8
Chasen Shreve,NYM,RP,0,26.1,-0.3,26.1,6.49,5.01,3.68,3.42,25.4,8.8,11.8,28.7,33.3
Art Warren,CIN,RP,0,36,-0.3,36,6.5,5.06,4.58,4.17,24.2,13.3,12.1,29.3,33.7
Collin Snider,KCR,RP,0,34.1,-0.1,34.1,6.55,4.45,4.48,4.49,14.6,9.9,8.7,24.9,31.3
Luke Weaver,- - -,RP,3.2,31.3,0.5,35.2,6.56,2.69,3.82,3.64,21.8,7.5,10.7,22.7,36.7
Chase Silseth,LAA,SP,28.2,0,-0.2,28.2,6.59,5.97,4.24,4.5,18.6,9.3,10.8,28.3,35.9
Aaron Sanchez,- - -,SP,43.3,16,0.2,60,6.6,4.48,4.18,4.16,15.5,5.7,7.8,25.2,36.3
T.J. McFarland,STL,RP,0,32.2,-0.3,32.2,6.61,5.32,4.69,4.56,11,7.6,6.6,22,39.7
Anthony DeSclafani,SFG,SP,19,0,0,19,6.63,4.85,4.14,4.08,18.1,4.3,9.4,27.1,29.2
Drew VerHagen,STL,RP,0,21.2,-0.6,21.2,6.65,6.53,5.51,5.09,17,13.2,11.7,26.3,32.9
Tucker Davidson,- - -,SP,48.4,2.2,-0.3,52,6.75,5.79,5.83,5.95,13.6,14.4,9.5,24.6,27.3
Tayler Scott,SDP,RP,0,12,0.1,12,6.75,3.53,3.93,3.87,22,10.2,11.8,32.2,32.5
David McKay,- - -,RP,0,6.2,-0.1,6.2,6.75,5.96,6.23,5.93,9.4,12.5,5.9,23,24
Reed Garrett,WSN,RP,0,9.1,-0.1,9.1,6.75,6.11,6.31,5.93,12.2,16.3,8.7,21.9,35.3
Julian Merryweather,TOR,RP,1,25.2,0.1,26.2,6.75,4.35,4.29,3.75,19.3,5.9,11,27.6,32.2
Elvis Peguero,LAA,RP,0,17.1,-0.2,17.1,6.75,5.59,4.22,4.08,15.6,6.5,12,26,30
Matt Reynolds,CIN,RP,0,1.1,0,1.1,6.75,7.61,10.94,5.92,0,0,4.8,14.3,42.9
Ian Hamilton,MIN,RP,0,2.2,-0.1,2.2,6.75,9.11,5.9,6.91,0,9.1,4.8,19,40
Alejo Lopez,CIN,RP,0,2.2,-0.1,2.2,6.75,12.86,7.55,9.07,0,0,7.7,19.2,50
Anthony Banda,- - -,RP,0.1,25.4,0,26.2,6.75,4.5,4.49,3.94,22.2,9.6,9.3,25.2,25.6
Rob Zastryzny,- - -,RP,0,4,0.1,4,6.75,2.36,4.21,3.92,18.8,6.3,11.1,22.2,33.3
Zach Logue,OAK,SP,49.1,7.2,-0.4,57,6.79,5.76,5.32,5.01,16.3,7.8,8.7,22.8,33.7
Jake McGee,- - -,RP,0,36.3,-0.1,37,6.81,4.84,5.53,4.98,15.3,7.4,8.6,22.3,38.1
Aaron Fletcher,PIT,RP,0,11.2,-0.2,11.2,6.94,6.11,5.91,5,11.5,7.7,12.1,30.1,43.6
Jake Reed,- - -,RP,0,15.5,0,16.2,7.02,5.09,5.58,4.69,16.9,10.4,8.1,29.3,35.8
Ashton Goudeau,COL,RP,0,20.1,0,20.1,7.08,4.93,5.05,4.71,17,10.6,9.9,24,41.2
Joan Adon,WSN,SP,64.2,0,0.1,64.2,7.1,5.11,5.06,5.08,17.7,12.6,6.5,23.3,31.4
Ethan Small,MIL,SP,6.1,0,-0.1,6.1,7.11,6.74,6.09,6.76,21.2,24.2,12.1,27.3,61.1
Norge Ruiz,OAK,RP,0,19,-0.2,19,7.11,5.38,4.43,4,19.1,7.4,9,23.8,37.3
Ronel Blanco,HOU,RP,0,6.1,-0.1,6.1,7.11,5.32,5.14,4.48,21.9,12.5,19.2,23.3,35
Tyler Clippard,WSN,RP,0,5,-0.1,5,7.2,8.31,8.38,5.71,14.3,14.3,7.1,25.7,17.6
Francisco Morales,PHI,RP,0,5,-0.2,5,7.2,8.71,7,7.91,14.3,28.6,7.6,27.8,18.2
Thomas Szapucki,- - -,RP,1.1,13.2,-0.3,15,7.2,7.31,4.09,3.62,26.9,10.4,10,26.1,40.5
Francisco Perez,WSN,RP,0,8.2,-0.2,8.2,7.27,7.61,6.83,6.23,14.6,18.8,8.3,21,43.8
Kolby Allard,TEX,RP,0,21,-0.7,21,7.29,7.87,4.28,3.81,21.8,6.9,11,29.1,34.4
Wil Myers,SDP,RP,0,3.2,-0.2,3.2,7.36,14.57,8.37,8.3,0,0,2.3,20.9,46.7
Jose Marte,LAA,RP,0,11,-0.3,11,7.36,7.66,6.91,7.34,25.9,31,9.1,24.9,44
Heath Hembree,- - -,RP,0,21.3,-0.7,22,7.36,7.43,6.17,5.82,15.9,15.9,6.6,26.3,32.9
Carlos Hernandez,KCR,SP,29.2,26.1,-0.2,56,7.39,5.2,5.72,5.54,13.2,11.7,10.7,24.5,28.6
Spencer Howard,TEX,SP,34,3.2,-0.7,37.2,7.41,6.83,4.81,4.63,17.9,8.4,7.8,25.3,34.4
Anthony Castro,CLE,RP,0,13.1,-0.5,13.1,7.43,8.44,4.89,4.96,18.5,15.4,11.5,26.2,41.9
Casey Lawrence,TOR,RP,0,18,-0.4,18,7.5,6.33,4.53,4.35,13.9,5.1,7.1,24.2,31.7
Max Meyer,MIA,SP,6,0,-0.1,6,7.5,6.45,4.09,3.93,23.1,7.7,12.4,28.1,27.8
Sergio Romo,- - -,RP,0,17.3,-0.8,18,7.5,7.61,5.44,5.02,17.7,7.6,10.4,25.6,24.1
Chad Smith,COL,RP,0,18,-0.1,18,7.5,4.83,4.54,4.41,27.1,17.6,11.6,28.5,37.8
Jhoulys Chacin,COL,RP,0,47.1,-0.2,47.1,7.61,4.93,4.88,4.54,16.9,9.6,8.5,25.6,31.4
Vladimir Gutierrez,CIN,SP,35,1.2,-0.5,36.2,7.61,6.82,6.29,5.64,16.2,13.4,6.7,24.3,30
Greg Holland,TEX,RP,0,4.2,-0.4,4.2,7.71,9.97,2.88,2.83,25,5,10,30,42.9
Jake Hager,ARI,RP,0,2.1,0,2.1,7.71,2.26,4.16,4.46,10,0,10.7,21.4,33.3
Aaron Brooks,STL,RP,0,9.1,-0.2,9.1,7.71,6.76,4.64,4.06,16.3,4.7,9.1,31.2,48.5
Carson Kelly,ARI,RP,0,4.2,-0.1,4.2,7.71,7.18,7.89,7.79,0,8.3,0,14.7,36.4
Kevin Herget,TBR,RP,0,7,0.1,7,7.71,1.97,4.72,4.31,13.3,0,9,27.9,26.9
Raynel Espinal,CIN,RP,0,4.2,0,4.2,7.71,4.4,3.52,3.22,23.8,4.8,15.8,30.3,33.3
Gavin Hollowell,COL,RP,0,7,0,7,7.71,4.4,5.08,4.29,25,12.5,10.5,27.3,30
Jacob Lemoine,OAK,RP,0,16.1,-0.4,16.1,7.71,5.99,4.98,4.48,17.6,9.5,8.1,27.2,25.9
Sam Coonrod,PHI,RP,0,12.2,0,12.2,7.82,4.61,5.11,4.41,20.7,12.1,8.9,21.6,25
Kyle Muller,ATL,SP,12.1,0,0,12.1,8.03,5.22,4.43,4.96,20.3,13.6,12,27.9,23.1
Luis Patino,TBR,SP,20,0,-0.6,20,8.1,8.01,6.85,6.35,11.2,13.3,9.5,23.5,31.5
Ethan Roberts,CHC,RP,0,7.2,-0.3,7.2,8.22,8.59,4.86,4.59,23.7,15.8,8.5,19.2,36.4
Matt Koch,SEA,RP,0,4.1,-0.2,4.1,8.31,8.42,5.15,4.85,15.8,5.3,11.1,25,33.3
James Norwood,PHI,RP,0,17.1,0.1,17.1,8.31,3.63,3.75,3.61,25.9,10.6,13.8,22.7,33.3
Jimmy Yacabonis,- - -,RP,1,12.3,-0.3,14,8.36,6.4,4.8,3.85,28.8,13.7,8.9,34.6,42.5
Bennett Sousa,CHW,RP,0,20.1,-0.3,20.1,8.41,5.47,5.38,5.04,12.5,10.4,11.8,25.5,26
Zac Lowther,BAL,RP,0,5.1,0,5.1,8.44,4.42,7.2,6.04,3.6,7.1,7,25,41.7
Sam Clay,- - -,RP,0,5.1,-0.2,5.1,8.44,8.17,6.29,4.09,17.2,13.8,7,33,25
Domingo Tapia,OAK,RP,0,17,-0.1,17,8.47,5.11,6,5.7,13.3,15.6,8.8,24.2,31.7
Foster Griffin,- - -,RP,0,6.1,0,6.1,8.53,4.69,5.86,5.81,12.5,15.6,9.9,29.7,50
Chris Devenski,- - -,RP,0,14.2,0,14.2,8.59,4.54,4.11,3.55,17.9,1.5,12.9,30.3,43.4
Sean Newcomb,- - -,RP,3,24.2,-0.7,27.2,8.78,6.91,5.07,4.79,20.9,14.2,7.6,26.1,33.3
Miguel Yajure,PIT,RP,4,20.1,-0.3,24.1,8.88,5.62,5.72,5.5,13.4,13.4,10.4,24.8,35.3
Cesar Valdez,LAA,RP,0,1,0,1,9,3.11,3.11,0.93,0,0,6.3,6.3,20
Chris Owings,BAL,RP,0,1,0,1,9,3.11,4.59,5.92,0,0,0,20,40
Tucker Barnhart,DET,RP,0,1,0,1,9,3.11,6.07,6.57,0,0,5.9,29.4,40
Robbie Erlin,LAD,RP,0,2,-0.1,2,9,10.11,5.83,5.73,11.1,11.1,5,17.5,42.9
Michael A. Taylor,KCR,RP,0,2,-0.1,2,9,10.61,7.07,5.67,15.4,15.4,5.4,29.7,33.3
Yolmer Sanchez,BOS,RP,0,1,0,1,9,3.11,7.55,7.23,0,0,0,0,16.7
Jackie Bradley Jr.,BOS,RP,0,1,0,1,9,10.11,11.59,11.99,14.3,42.9,6.7,13.3,33.3
Connor Sadzeck,MIL,RP,0,3,-0.1,3,9,11.45,6.73,6.56,15.4,7.7,6.3,22.9,20
Jose Castillo,SDP,RP,0,1,0,1,9,4.11,5.59,5.49,20,20,18.8,25,100
Luis Gil,NYY,SP,4,0,0.2,4,9,2.11,3.22,3.81,26.3,10.5,19.3,28.9,33.3
Ray Kerr,SDP,RP,0,5,-0.1,5,9,6.91,6.98,6.94,14.3,19,11.4,22.7,50
Sam Howard,PIT,RP,0,2,-0.2,2,9,16.11,12.57,10.46,8.3,33.3,6.9,25.9,16.7
Dallas Keuchel,- - -,SP,60.2,0,-0.3,60.2,9.2,5.52,4.72,4.96,14.9,10.2,9.2,24.5,28.6
Kohei Arihara,TEX,SP,18,2,-0.3,20,9.45,6.41,5.22,5.09,13,10.2,10,22.3,31.3
Lucas Sims,CIN,RP,0,6.2,0,6.2,9.45,4.76,5.87,5.92,16.1,19.4,6.2,25.6,26.3
Travis Lakins Sr.,BAL,RP,0,10.1,-0.3,10.1,9.58,7.37,5.75,5.07,16,12,9.1,23.6,42.9
Damon Jones,PHI,RP,0,4.2,0,4.2,9.64,6.11,7.38,5.7,19.2,19.2,12.4,26.7,23.1
Alec Mills,CHC,RP,3,14.2,-0.6,17.2,9.68,8.04,5.48,4.61,13.1,3.6,7.3,24.8,44.8
Jackson Kowar,KCR,RP,0,15.2,-0.3,15.2,9.77,6.37,4.56,4.42,20.7,13.4,10.3,28,33.3
Ryan Weathers,SDP,SP,3.2,0,0,3.2,9.82,4.75,6.36,6.46,14.3,19,11.2,20.2,28.6
Andrew Nardi,MIA,RP,0,14.2,-0.4,14.2,9.82,7.14,5.02,4.3,28.9,16.9,13.1,27.8,31.1
Daniel Duarte,CIN,RP,0,2.2,-0.1,2.2,10.13,9.86,8.87,7.93,14.3,21.4,5.2,16.9,33.3
Kervin Castro,- - -,RP,0,11.4,-0.2,12.1,10.22,6.19,4.71,4.56,19.3,12.3,9.6,26.8,35.9
Caleb Kilian,CHC,SP,11.1,0,0,11.1,10.32,4.97,6.79,6.85,16.1,21.4,6,20.4,35.3
Chris Ellis,BAL,SP,4.1,0,-0.1,4.1,10.38,7.04,8.74,8.37,8,24,8.4,20.5,18.8
Cam Vieaux,PIT,RP,0,8.2,0,8.2,10.38,4.73,3.78,3.08,31.3,10.4,9.1,26,42.3
Luis Frias,ARI,RP,0,17,-0.2,17,10.59,5.41,6.56,6.13,15.6,18.9,9.8,23,32.8
Elvin Rodriguez,DET,SP,23.1,6.1,-1,29.2,10.62,8.3,5.39,4.99,17.5,10.5,6.6,22.8,33.3
A.J. Ladwig,MIA,RP,0,3.1,-0.2,3.1,10.8,10.91,4.89,5.26,0,0,4.9,17.1,60
Jared Solomon,CIN,RP,0,8.1,-0.2,8.1,10.8,7.79,5.6,4.48,23.1,12.8,12.1,28.7,29.2
Tommy Romero,- - -,SP,4.4,3,-0.7,8.1,10.8,15.59,7.51,6.89,15.9,20.5,9.4,25.7,39.3
Alcides Escobar,WSN,RP,0,1.2,0,1.2,10.8,6.71,7.6,6.47,0,10,0,16.7,12.5
Bryce Montes de Oca,NYM,RP,0,3.1,0.1,3.1,10.8,1.31,2.2,2.83,31.6,10.5,11.9,28.6,27.3
Tyson Miller,TEX,RP,4.2,6,-0.1,10.2,10.97,5.64,5.95,5.55,14.3,14.3,8.8,24.1,21.1
Phillip Diehl,CIN,RP,0,5.2,-0.3,5.2,11.12,10.52,7.04,6.29,10.7,10.7,10,28.3,45.5
Luke Barker,MIL,RP,0,4,-0.1,4,11.25,8.11,2.72,2.96,15.8,0,11.1,27.8,50
Connor Seabold,BOS,SP,18.1,0,-0.2,18.1,11.29,6.39,5.5,4.63,19.4,8.2,11.1,25.7,30.9
Yennier Cano,- - -,RP,0,17.3,-0.3,18,11.5,5.78,4.93,4.81,21.6,16.5,9.9,27.7,33.9
R.J. Alvarez,NYM,RP,0,2.1,-0.3,2.1,11.57,16.4,7.79,7.13,15.4,23.1,11.8,31.4,37.5
A.J. Alexy,TEX,RP,0,7,-0.2,7,11.57,7.11,5.89,6.71,15.8,23.7,5.3,25,34.8
Pedro Baez,HOU,RP,0,2.1,0,2.1,11.57,5.26,7.79,6.54,12.5,18.8,13.7,26,36.4
Chris Mazza,TBR,RP,0,5.1,-0.5,5.1,11.81,13.05,7.96,5.99,14.3,17.1,10.4,20.7,36.4
Bryan Hoeing,MIA,RP,3,9.2,-0.5,12.2,12.08,8.48,4.99,5,9.8,8.2,4.5,23.2,32
Yu Chang,TBR,RP,0,2,-0.1,2,13.5,9.61,6.07,5.92,0,0,0,15.4,54.5
Austin Wynns,SFG,RP,0,2,-0.1,2,13.5,11.11,8.31,8.03,0,10,3.8,11.5,33.3
Locke St. John,CHC,RP,0,2,-0.1,2,13.5,12.11,2.07,1.8,44.4,0,20.7,34.5,80
Huascar Ynoa,ATL,SP,6.2,0,-0.2,6.2,13.5,7.31,4.74,5.05,21.6,16.2,9.5,21.1,47.8
Stephen Strasburg,WSN,SP,4.2,0,0,4.2,13.5,5.68,4.48,4.17,21.7,8.7,4.8,32.5,26.7
Ryan McKenna,BAL,RP,0,1.1,0,1.1,13.5,5.36,9.8,7.6,0,10,3.2,16.1,33.3
Jake Walsh,STL,RP,0,2.2,0,2.2,13.5,2.74,4.4,3.18,33.3,13.3,7.7,24.6,42.9
Tayler Saucedo,TOR,RP,0,2.2,-0.4,2.2,13.5,18.86,7.01,6.25,0,6.7,8.3,22.9,71.4
Zack Britton,NYY,RP,0,0.2,-0.2,0.2,13.5,27.11,27.11,21.09,11.1,66.7,5.1,23.1,0
Cade Cavalli,WSN,SP,4.1,0,0.1,4.1,14.54,3.8,5.51,3.66,26.1,8.7,12.1,22.2,41.7
Cody Sedlock,BAL,RP,0,3,0,3,15,2.11,3.59,3.71,18.8,6.3,16.9,28.2,41.7
T.J. Zeuch,CIN,SP,10.2,0,-0.5,10.2,15.19,11.08,7.21,6.07,7.8,10.9,6.8,22.8,36.7
Jose Butto,NYM,SP,4,0,-0.1,4,15.75,8.61,5.07,4.61,21.7,8.7,10.2,24.5,43.8
Oliver Perez,ARI,RP,0,4,-0.1,4,15.75,7.36,7.44,5.77,4.2,4.2,4.1,26,35
Garrett Stubbs,PHI,RP,0,3.2,-0.2,3.2,17.18,14.02,5.81,5.37,5.6,5.6,5,20,50
Yadier Molina,STL,RP,0,2,-0.1,2,18,15.11,4.33,4.69,8.3,0,2.5,17.5,72.7
Josh Harrison,CHW,RP,0,3,-0.1,3,18,8.11,6.74,5.61,11.1,11.1,3.5,22.8,28.6
Whit Merrifield,TOR,RP,0,1,-0.1,1,18,19.11,10.55,6.44,0,0,7.7,30.8,60
Brett Phillips,TBR,RP,0,4,-0.2,4,18,14.36,9.05,8.01,0,9.1,1.7,13.6,55
Matt Dermody,CHC,RP,0,1,0,1,18,7.11,7.11,8.12,14.3,28.6,11.5,23.1,75
Hunter Dozier,KCR,RP,0,1,-0.1,1,18,19.11,9.07,7.67,0,16.7,0,21.7,20
Frank Schwindel,CHC,RP,0,3,-0.2,3,18,21.45,9.54,9.13,0,5.6,7.1,14.3,52.9
Mike Ford,ATL,RP,0,1,-0.1,1,18,19.11,9.07,9.13,0,20,0,6.7,25
Bubby Rossman,PHI,RP,0,1,-0.1,1,18,17.11,8.55,7.74,20,20,22.2,33.3,33.3
Nicky Lopez,KCR,RP,0,1,-0.1,1,18,29.11,7.55,6.44,0,0,0,6.3,83.3
Shaun Anderson,TOR,RP,0,1,0,1,18,3.11,7.55,5.92,0,0,4.8,28.6,42.9
Ernie Clement,CLE,RP,0,2,-0.1,2,18,16.11,5.33,5.34,0,0,2.4,16.7,36.4
Nicklaus Snyder,TEX,RP,0,1,-0.1,1,18,12.11,15.07,14.42,0,42.9,3,12.1,25
Frank German,BOS,RP,0,4,-0.2,4,18,10.61,5.59,5.39,17.4,17.4,3.6,19,40
Noah Davis,COL,RP,0,1,-0.1,1,18,15.11,5.07,3.82,28.6,14.3,9.4,43.8,75
Hunter Gaddis,CLE,SP,7.1,0,-0.6,7.1,18.41,15.39,7.42,6.54,12.5,7.5,8.2,21.6,53.1
Thomas Hatch,TOR,SP,4.2,0,-0.3,4.2,19.29,11.68,4.6,4.31,15.4,7.7,8.5,21.1,36.8
Nick Maton,PHI,RP,0,1.1,0,1.1,20.25,3.11,6.44,5.55,0,0,0,24,37.5
Jerad Eickhoff,PIT,SP,4.1,0,-0.2,4.1,20.77,10.04,6.43,4.44,14.8,3.7,10.8,22.9,42.1
Darwinzon Hernandez,BOS,RP,0,6.2,-0.5,6.2,21.6,12.71,7.13,5.42,20.9,18.6,14.3,29.1,50
Nick Gordon,MIN,RP,0,3.2,-0.2,3.2,22.09,13.48,11.23,9.15,0,16,1.2,10.6,23.8
JC Mejia,MIL,RP,0,2.1,-0.1,2.1,23.14,8.68,9.32,9.93,6.3,31.3,11.9,25.4,40
Jake Brentz,KCR,RP,0,5.1,-0.3,5.1,23.63,8.36,7.04,6.53,23.7,26.3,9.4,29.4,44.4
Dee Strange-Gordon,WSN,RP,0,1,-0.1,1,27,28.11,19.55,13.17,0,37.5,0,14.3,75
Victor Caratini,MIL,RP,0,1,0,1,27,9.11,12.07,7.67,0,14.3,0,7.1,0
Chad Pinder,OAK,RP,0,1,0,1,27,12.11,13.59,10.69,0,28.6,0,15.4,25
Donovan Walton,SFG,RP,0,1,-0.1,1,27,19.11,7.59,6.8,0,14.3,0,23.8,16.7
Albert Pujols,STL,RP,0,1,-0.1,1,36,32.11,9.07,7.67,0,14.3,0,18.5,50
Diego Castillo,PIT,RP,0,2,-0.1,2,36,14.61,9.59,6.71,6.7,20,11.7,21.7,30
Josh VanMeter,PIT,RP,0,3,-0.3,3,39,26.78,10.05,6.87,0,7.4,1.4,14.9,48
Brendon Little,CHC,RP,0,0.2,-0.2,0.2,40.5,31.61,16.55,8.06,0,16.7,0,18.2,25
Andrelton Simmons,CHC,RP,0,1,0,1,45,6.11,12.03,7.83,0,11.1,4,16,37.5
Max Schrock,CIN,RP,0,1,-0.1,1,45,29.11,6.07,6.2,0,0,0,3.8,60
Brian Moran,LAA,RP,0,0.1,-0.1,0.1,54,51.11,16.55,8.66,0,20,16,20,25
